zipcode,type,decommissioned,city,state_code,county,world_region,country,latitude,longitude
35968,STANDARD,0,Fort Payne,AL,DeKalb County,,US,34.55,-85.74
35971,STANDARD,0,Fyffe,AL,DeKalb County,,US,34.45,-85.9
35972,STANDARD,0,Gallant,AL,Etowah County,,US,33.99,-86.22
35973,STANDARD,0,Gaylesville,AL,Cherokee County,,US,34.26,-85.55
35974,STANDARD,0,Geraldine,AL,DeKalb County,,US,34.36,-86
35975,STANDARD,0,Groveoak,AL,DeKalb County,,US,34.43,-86.04
35976,STANDARD,0,Guntersville,AL,Marshall County,,US,34.35,-86.27
35978,STANDARD,0,Henagar,AL,DeKalb County,,US,34.63,-85.73
35979,STANDARD,0,Higdon,AL,DeKalb County,,US,34.83,-85.61
35980,STANDARD,0,Horton,AL,Marshall County,,US,34.18,-86.32
35981,STANDARD,0,Ider,AL,DeKalb County,,US,34.7,-85.66
35983,STANDARD,0,Leesburg,AL,Cherokee County,,US,34.17,-85.76
35984,STANDARD,0,Mentone,AL,DeKalb County,,US,34.56,-85.58
35986,STANDARD,0,Rainsville,AL,DeKalb County,,US,34.49,-85.84
35987,STANDARD,0,Steele,AL,St. Clair County,,US,33.93,-86.19
35988,STANDARD,0,Sylvania,AL,DeKalb County,,US,34.55,-85.8
35989,STANDARD,0,Valley Head,AL,DeKalb County,,US,34.55,-85.62
35990,PO BOX,0,Walnut Grove,AL,Etowah County,,US,34.07,-86.3
36003,STANDARD,0,Autaugaville,AL,Autauga County,,US,32.43,-86.65
36005,STANDARD,0,Banks,AL,Pike County,,US,31.81,-85.83
36006,STANDARD,0,Billingsley,AL,Autauga County,,US,32.66,-86.7
36008,PO BOX,0,Booth,AL,Autauga County,,US,32.47,-86.53
36009,STANDARD,0,Brantley,AL,Crenshaw County,,US,31.58,-86.25
36010,STANDARD,0,Brundidge,AL,Pike County,,US,31.71,-85.81
36013,STANDARD,0,Cecil,AL,Montgomery County,,US,32.3,-85.99
36015,PO BOX,0,Chapman,AL,Butler County,,US,31.66,-86.72
36016,STANDARD,0,Clayton,AL,Barbour County,,US,31.88,-85.45
36017,STANDARD,0,Clio,AL,Barbour County,,US,31.7,-85.61
36020,STANDARD,0,Coosada,AL,Elmore County,,US,32.49,-86.33
36022,STANDARD,0,Deatsville,AL,Elmore County,,US,32.62,-86.4
36023,PO BOX,0,East Tallassee,AL,Tallapoosa County,,US,32.6,-85.8
36024,STANDARD,0,Eclectic,AL,Elmore County,,US,32.63,-86.03
36025,STANDARD,0,Elmore,AL,Elmore County,,US,32.53,-86.31
36026,STANDARD,0,Equality,AL,Coosa County,,US,32.8,-86.11
36027,STANDARD,0,Eufaula,AL,Barbour County,,US,31.9,-85.15
36028,STANDARD,0,Dozier,AL,Covington County,,US,31.5,-86.37
36029,STANDARD,0,Fitzpatrick,AL,Bullock County,,US,32.17,-85.9
36030,STANDARD,0,Forest Home,AL,Butler County,,US,31.86,-86.84
36031,PO BOX,0,Fort Davis,AL,Macon County,,US,32.25,-85.74
36032,STANDARD,0,Fort Deposit,AL,Lowndes County,,US,31.98,-86.57
36033,STANDARD,0,Georgiana,AL,Butler County,,US,31.63,-86.74
36034,STANDARD,0,Glenwood,AL,Pike County,,US,31.66,-86.17
36035,STANDARD,0,Goshen,AL,Pike County,,US,31.71,-86.12
36036,STANDARD,0,Grady,AL,Montgomery County,,US,32.01,-86.11
36037,STANDARD,0,Greenville,AL,Butler County,,US,31.82,-86.62
36038,PO BOX,0,Gantt,AL,Covington County,,US,31.44,-86.49
36039,STANDARD,0,Hardaway,AL,Macon County,,US,32.3,-85.87
36040,STANDARD,0,Hayneville,AL,Lowndes County,,US,32.18,-86.57
36041,STANDARD,0,Highland Home,AL,Crenshaw County,,US,31.95,-86.31
36042,STANDARD,0,Honoraville,AL,Crenshaw County,,US,31.85,-86.4
36043,STANDARD,0,Hope Hull,AL,Montgomery County,,US,32.21,-86.4
36045,PO BOX,0,Kent,AL,Elmore County,,US,32.66,-86.02
36046,STANDARD,0,Lapine,AL,Crenshaw County,,US,32.02,-86.34
36047,STANDARD,0,Letohatchee,AL,Lowndes County,,US,32.08,-86.51
36048,STANDARD,0,Louisville,AL,Barbour County,,US,31.78,-85.55
36049,STANDARD,0,Luverne,AL,Crenshaw County,,US,31.7,-86.26
36051,STANDARD,0,Marbury,AL,Autauga County,,US,32.64,-86.54
36052,STANDARD,0,Mathews,AL,Montgomery County,,US,32.13,-86.03
36053,STANDARD,0,Midway,AL,Bullock County,,US,32.07,-85.52
36054,STANDARD,0,Millbrook,AL,Elmore County,,US,32.49,-86.36
36057,PO BOX,0,Mount Meigs,AL,Montgomery County,,US,32.36,-86.06
36061,PO BOX,0,Perote,AL,Bullock County,,US,31.99,-85.75
36062,PO BOX,0,Petrey,AL,Crenshaw County,,US,31.84,-86.2
36064,STANDARD,0,Pike Road,AL,Montgomery County,,US,32.3,-86.08
36065,PO BOX,0,Pine Level,AL,Montgomery County,,US,32.01,-86.11
36066,STANDARD,0,Prattville,AL,Autauga County,,US,32.46,-86.44
36067,STANDARD,0,Prattville,AL,Autauga County,,US,32.51,-86.56
36068,PO BOX,0,Prattville,AL,Autauga County,,US,32.46,-86.44
36069,STANDARD,0,Ramer,AL,Montgomery County,,US,32.07,-86.24
36071,STANDARD,0,Rutledge,AL,Crenshaw County,,US,31.71,-86.4
36072,PO BOX,0,Eufaula,AL,Barbour County,,US,31.9,-85.15
36075,STANDARD,0,Shorter,AL,Macon County,,US,32.4,-85.93
36078,STANDARD,0,Tallassee,AL,Elmore County,,US,32.53,-85.89
36079,STANDARD,0,Troy,AL,Pike County,,US,31.76,-86
36080,STANDARD,0,Titus,AL,Elmore County,,US,32.71,-86.25
36081,STANDARD,0,Troy,AL,Pike County,,US,31.9,-85.9
36082,UNIQUE,0,Troy,AL,Pike County,,US,31.8,-85.96
36083,STANDARD,0,Tuskegee,AL,Macon County,,US,32.39,-85.68
36087,PO BOX,0,Tuskegee Institute,AL,Macon County,,US,32.42,-85.71
36088,STANDARD,0,Tuskegee Institute,AL,Macon County,,US,32.42,-85.71
36089,STANDARD,0,Union Springs,AL,Bullock County,,US,32.13,-85.71
36091,STANDARD,0,Verbena,AL,Chilton County,,US,32.75,-86.52
36092,STANDARD,0,Wetumpka,AL,Elmore County,,US,32.54,-86.2
36093,STANDARD,0,Wetumpka,AL,Elmore County,,US,32.49,-86.13
36101,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36102,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36103,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36104,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.4,-86.33
36105,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.21,-86.29
36106,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36107,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.38,-86.28
36108,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.34,-86.4
36109,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.39,-86.24
36110,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.45,-86.26
36111,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.34,-86.27
36112,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.38,-86.35
36113,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.38,-86.36
36114,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36115,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.41,-86.25
36116,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.27,-86.21
36117,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.38,-86.15
36118,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36119,STANDARD,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36120,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36121,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36123,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36124,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36125,PO BOX,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36130,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36131,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36132,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36133,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36134,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36135,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36140,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36141,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36142,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36177,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36191,UNIQUE,0,Montgomery,AL,Montgomery County,,US,32.35,-86.28
36201,STANDARD,0,Anniston,AL,Calhoun County,,US,33.65,-85.88
36202,PO BOX,0,Anniston,AL,Calhoun County,,US,33.66,-85.81
36203,STANDARD,0,Oxford,AL,Calhoun County,,US,33.58,-85.83
36204,PO BOX,0,Anniston,AL,Calhoun County,,US,33.66,-85.81
36205,STANDARD,0,Anniston,AL,Calhoun County,,US,33.72,-85.79
36206,STANDARD,0,Anniston,AL,Calhoun County,,US,33.73,-85.81
36207,STANDARD,0,Anniston,AL,Calhoun County,,US,33.66,-85.81
36210,PO BOX,1,Anniston,AL,Calhoun County,,US,33.65,-85.77
36250,STANDARD,0,Alexandria,AL,Calhoun County,,US,33.78,-85.9
36251,STANDARD,0,Ashland,AL,Clay County,,US,33.27,-85.83
36253,PO BOX,0,Bynum,AL,Calhoun County,,US,33.6,-85.95
36254,PO BOX,0,Choccolocco,AL,Calhoun County,,US,33.67,-85.83
36255,STANDARD,0,Cragford,AL,Clay County,,US,33.21,-85.69
36256,STANDARD,0,Daviston,AL,Tallapoosa County,,US,33.05,-85.63
36257,PO BOX,0,De Armanville,AL,Calhoun County,,US,33.67,-85.83
36258,STANDARD,0,Delta,AL,Clay County,,US,33.45,-85.68
36260,STANDARD,0,Eastaboga,AL,Calhoun County,,US,33.6,-85.97
36261,PO BOX,0,Edwardsville,AL,Cleburne County,,US,33.7,-85.5
36262,STANDARD,0,Fruithurst,AL,Cleburne County,,US,33.73,-85.43
36263,STANDARD,0,Graham,AL,Randolph County,,US,33.46,-85.33
36264,STANDARD,0,Heflin,AL,Cleburne County,,US,33.64,-85.58
36265,STANDARD,0,Jacksonville,AL,Calhoun County,,US,33.81,-85.76
36266,STANDARD,0,Lineville,AL,Clay County,,US,33.31,-85.75
36267,PO BOX,0,Millerville,AL,Clay County,,US,33.2,-85.95
36268,STANDARD,0,Munford,AL,Talladega County,,US,33.53,-85.92
36269,STANDARD,0,Muscadine,AL,Cleburne County,,US,33.74,-85.37
36271,STANDARD,0,Ohatchee,AL,Calhoun County,,US,33.78,-86.01
36272,STANDARD,0,Piedmont,AL,Calhoun County,,US,33.92,-85.61
36273,STANDARD,0,Ranburne,AL,Cleburne County,,US,33.52,-85.34
36274,STANDARD,0,Roanoke,AL,Randolph County,,US,33.14,-85.36
36275,PO BOX,0,Spring Garden,AL,Cherokee County,,US,33.97,-85.55
36276,STANDARD,0,Wadley,AL,Randolph County,,US,33.12,-85.56
36277,STANDARD,0,Weaver,AL,Calhoun County,,US,33.75,-85.8
36278,STANDARD,0,Wedowee,AL,Randolph County,,US,33.3,-85.48
36279,STANDARD,0,Wellington,AL,Calhoun County,,US,33.87,-85.89
36280,STANDARD,0,Woodland,AL,Randolph County,,US,33.37,-85.39
36301,STANDARD,0,Dothan,AL,Houston County,,US,31.14,-85.4
36302,PO BOX,0,Dothan,AL,Houston County,,US,31.23,-85.4
36303,STANDARD,0,Dothan,AL,Houston County,,US,31.23,-85.4
36304,PO BOX,0,Dothan,AL,Houston County,,US,31.23,-85.4
36305,STANDARD,0,Dothan,AL,Houston County,,US,31.2,-85.5
36310,STANDARD,0,Abbeville,AL,Henry County,,US,31.56,-85.25
36311,STANDARD,0,Ariton,AL,Dale County,,US,31.59,-85.71
36312,STANDARD,0,Ashford,AL,Houston County,,US,31.18,-85.23
36313,PO BOX,0,Bellwood,AL,Geneva County,,US,31.17,-85.79
36314,STANDARD,0,Black,AL,Geneva County,,US,31,-85.74
36316,STANDARD,0,Chancellor,AL,Geneva County,,US,31.18,-85.87
36317,STANDARD,0,Clopton,AL,Henry County,,US,31.64,-85.4
36318,STANDARD,0,Coffee Springs,AL,Geneva County,,US,31.16,-85.9
36319,STANDARD,0,Columbia,AL,Houston County,,US,31.29,-85.11
36320,STANDARD,0,Cottonwood,AL,Houston County,,US,31.05,-85.3
36321,STANDARD,0,Cowarts,AL,Houston County,,US,31.19,-85.3
36322,STANDARD,0,Daleville,AL,Dale County,,US,31.3,-85.71
36323,STANDARD,0,Elba,AL,Coffee County,,US,31.41,-86.07
36330,STANDARD,0,Enterprise,AL,Coffee County,,US,31.32,-85.84
36331,PO BOX,0,Enterprise,AL,Coffee County,,US,31.32,-85.84
36340,STANDARD,0,Geneva,AL,Geneva County,,US,31.03,-85.87
36343,STANDARD,0,Gordon,AL,Houston County,,US,31.14,-85.09
36344,STANDARD,0,Hartford,AL,Geneva County,,US,31.1,-85.69
36345,STANDARD,0,Headland,AL,Henry County,,US,31.35,-85.34
36346,STANDARD,0,Jack,AL,Coffee County,,US,31.57,-85.99
36349,PO BOX,0,Malvern,AL,Geneva County,,US,31.13,-85.51
36350,STANDARD,0,Midland City,AL,Dale County,,US,31.31,-85.49
36351,STANDARD,0,New Brockton,AL,Coffee County,,US,31.38,-85.92
36352,STANDARD,0,Newton,AL,Houston County,,US,31.33,-85.6
36353,STANDARD,0,Newville,AL,Henry County,,US,31.42,-85.33
36360,STANDARD,0,Ozark,AL,Dale County,,US,31.43,-85.64
36361,PO BOX,0,Ozark,AL,Dale County,,US,31.43,-85.64
36362,STANDARD,0,Fort Rucker,AL,Dale County,,US,31.34,-85.71
36370,STANDARD,0,Pansey,AL,Houston County,,US,31.15,-85.17
36371,PO BOX,0,Pinckard,AL,Dale County,,US,31.32,-85.54
36373,STANDARD,0,Shorterville,AL,Henry County,,US,31.56,-85.1
36374,STANDARD,0,Skipperville,AL,Dale County,,US,31.55,-85.54
36375,STANDARD,0,Slocomb,AL,Geneva County,,US,31.11,-85.59
36376,STANDARD,0,Webb,AL,Houston County,,US,31.25,-85.28
36401,STANDARD,0,Evergreen,AL,Conecuh County,,US,31.43,-86.95
36420,STANDARD,0,Andalusia,AL,Covington County,,US,31.3,-86.48
36421,STANDARD,0,Andalusia,AL,Covington County,,US,31.37,-86.47
36425,STANDARD,0,Beatrice,AL,Monroe County,,US,31.73,-87.2
36426,STANDARD,0,Brewton,AL,Escambia County,,US,31.11,-87.07
36427,PO BOX,0,Brewton,AL,Escambia County,,US,31.11,-87.07
36429,PO BOX,0,Brooklyn,AL,Conecuh County,,US,31.26,-86.77
36432,STANDARD,0,Castleberry,AL,Conecuh County,,US,31.29,-87.02
36435,STANDARD,0,Coy,AL,Wilcox County,,US,31.89,-87.46
36436,STANDARD,0,Dickinson,AL,Clarke County,,US,31.79,-87.65
36439,PO BOX,0,Excel,AL,Monroe County,,US,31.42,-87.35
36441,STANDARD,0,Flomaton,AL,Escambia County,,US,31.01,-87.25
36442,STANDARD,0,Florala,AL,Covington County,,US,31.02,-86.3
36444,STANDARD,0,Franklin,AL,Monroe County,,US,31.71,-87.41
36445,STANDARD,0,Frisco City,AL,Monroe County,,US,31.43,-87.4
36446,PO BOX,0,Fulton,AL,Clarke County,,US,31.78,-87.72
36449,PO BOX,0,Goodway,AL,Monroe County,,US,31.33,-87.43
36451,STANDARD,0,Grove Hill,AL,Clarke County,,US,31.7,-87.77
36453,STANDARD,0,Kinston,AL,Covington County,,US,31.21,-86.16
36454,STANDARD,0,Lenox,AL,Conecuh County,,US,31.33,-87.2
36455,PO BOX,0,Lockhart,AL,Covington County,,US,31.01,-86.35
36456,STANDARD,0,Mc Kenzie,AL,Butler County,,US,31.54,-86.71
36457,PO BOX,0,Megargel,AL,Monroe County,,US,31.38,-87.43
36458,PO BOX,0,Mexia,AL,Monroe County,,US,31.5,-87.39
36460,STANDARD,0,Monroeville,AL,Monroe County,,US,31.51,-87.32
36461,PO BOX,0,Monroeville,AL,Monroe County,,US,31.51,-87.32
36462,UNIQUE,0,Monroeville,AL,Monroe County,,US,31.51,-87.32
36467,STANDARD,0,Opp,AL,Covington County,,US,31.29,-86.25
36470,PO BOX,0,Perdue Hill,AL,Monroe County,,US,31.51,-87.49
36471,STANDARD,0,Peterman,AL,Monroe County,,US,31.58,-87.25
36473,STANDARD,0,Range,AL,Conecuh County,,US,31.31,-87.23
36474,STANDARD,0,Red Level,AL,Covington County,,US,31.4,-86.6
36475,STANDARD,0,Repton,AL,Conecuh County,,US,31.4,-87.23
36476,PO BOX,0,River Falls,AL,Covington County,,US,31.36,-86.55
36477,STANDARD,0,Samson,AL,Geneva County,,US,31.11,-86.04
36480,STANDARD,0,Uriah,AL,Monroe County,,US,31.3,-87.5
36481,STANDARD,0,Vredenburgh,AL,Monroe County,,US,31.82,-87.31
36482,STANDARD,0,Whatley,AL,Clarke County,,US,31.65,-87.62
36483,STANDARD,0,Wing,AL,Covington County,,US,31.02,-86.61
36501,STANDARD,1,Jackson,AL,Clarke County,,US,31.46,-87.73
36502,STANDARD,0,Atmore,AL,Escambia County,,US,31.02,-87.49
36503,PO BOX,0,Atmore,AL,Escambia County,,US,31.02,-87.49
36504,PO BOX,0,Atmore,AL,Escambia County,,US,31.02,-87.49
36505,STANDARD,0,Axis,AL,Mobile County,,US,30.92,-88.02
36507,STANDARD,0,Bay Minette,AL,Baldwin County,,US,30.88,-87.77
36509,STANDARD,0,Bayou La Batre,AL,Mobile County,,US,30.4,-88.25
36511,STANDARD,0,Bon Secour,AL,Baldwin County,,US,30.32,-87.75
36512,PO BOX,0,Bucks,AL,Mobile County,,US,31.01,-88.02
36513,PO BOX,0,Calvert,AL,Washington County,,US,31.15,-88.01
36515,STANDARD,0,Carlton,AL,Clarke County,,US,31.34,-87.84
36518,STANDARD,0,Chatom,AL,Washington County,,US,31.46,-88.25
36521,STANDARD,0,Chunchula,AL,Mobile County,,US,30.92,-88.2
36522,STANDARD,0,Citronelle,AL,Mobile County,,US,31.09,-88.24
36523,STANDARD,0,Coden,AL,Mobile County,,US,30.37,-88.18
36524,STANDARD,0,Coffeeville,AL,Clarke County,,US,31.76,-88.08
36525,STANDARD,0,Creola,AL,Mobile County,,US,30.89,-88
36526,STANDARD,0,Daphne,AL,Baldwin County,,US,30.62,-87.89
36527,STANDARD,0,Spanish Fort,AL,Baldwin County,,US,30.67,-87.88
36528,STANDARD,0,Dauphin Island,AL,Mobile County,,US,30.25,-88.11
36529,STANDARD,0,Deer Park,AL,Washington County,,US,31.21,-88.31
36530,STANDARD,0,Elberta,AL,Baldwin County,,US,30.41,-87.6
36532,STANDARD,0,Fairhope,AL,Baldwin County,,US,30.51,-87.88
36533,PO BOX,0,Fairhope,AL,Baldwin County,,US,30.51,-87.88
36535,STANDARD,0,Foley,AL,Baldwin County,,US,30.4,-87.68
36536,PO BOX,0,Foley,AL,Baldwin County,,US,30.4,-87.68
36538,STANDARD,0,Frankville,AL,Washington County,,US,31.64,-88.14
36539,STANDARD,0,Fruitdale,AL,Washington County,,US,31.34,-88.41
36540,STANDARD,0,Gainestown,AL,Clarke County,,US,31.44,-87.69
36541,STANDARD,0,Grand Bay,AL,Mobile County,,US,30.47,-88.34
36542,STANDARD,0,Gulf Shores,AL,Baldwin County,,US,30.27,-87.7
36543,PO BOX,0,Huxford,AL,Escambia County,,US,31.22,-87.47
36544,STANDARD,0,Irvington,AL,Mobile County,,US,30.5,-88.23
36545,STANDARD,0,Jackson,AL,Clarke County,,US,31.53,-87.89
36547,PO BOX,0,Gulf Shores,AL,Baldwin County,,US,30.27,-87.7
36548,STANDARD,0,Leroy,AL,Washington County,,US,31.5,-87.98
36549,STANDARD,0,Lillian,AL,Baldwin County,,US,30.41,-87.43
36550,STANDARD,0,Little River,AL,Baldwin County,,US,31.25,-87.7
36551,STANDARD,0,Loxley,AL,Baldwin County,,US,30.62,-87.75
36553,STANDARD,0,Mc Intosh,AL,Washington County,,US,31.26,-88.02
36555,STANDARD,0,Magnolia Springs,AL,Baldwin County,,US,30.4,-87.78
36556,PO BOX,0,Malcolm,AL,Washington County,,US,31.2,-87.98
36558,STANDARD,0,Millry,AL,Washington County,,US,31.62,-88.31
36559,PO BOX,0,Montrose,AL,Baldwin County,,US,30.56,-87.9
36560,STANDARD,0,Mount Vernon,AL,Mobile County,,US,31.09,-88.01
36561,STANDARD,0,Orange Beach,AL,Baldwin County,,US,30.28,-87.59
36562,STANDARD,0,Perdido,AL,Baldwin County,,US,31,-87.62
36564,PO BOX,0,Point Clear,AL,Baldwin County,,US,30.48,-87.93
36567,STANDARD,0,Robertsdale,AL,Baldwin County,,US,30.55,-87.7
36568,PO BOX,0,Saint Elmo,AL,Mobile County,,US,30.51,-88.27
36569,STANDARD,0,Saint Stephens,AL,Washington County,,US,31.53,-88.05
36571,STANDARD,0,Saraland,AL,Mobile County,,US,30.82,-88.09
36572,STANDARD,0,Satsuma,AL,Mobile County,,US,30.85,-88.06
36574,STANDARD,0,Seminole,AL,Baldwin County,,US,30.51,-87.47
36575,STANDARD,0,Semmes,AL,Mobile County,,US,30.77,-88.26
36576,STANDARD,0,Silverhill,AL,Baldwin County,,US,30.54,-87.74
36577,PO BOX,0,Spanish Fort,AL,Baldwin County,,US,30.67,-87.88
36578,STANDARD,0,Stapleton,AL,Baldwin County,,US,30.74,-87.79
36579,STANDARD,0,Stockton,AL,Baldwin County,,US,30.99,-87.85
36580,STANDARD,0,Summerdale,AL,Baldwin County,,US,30.48,-87.7
36581,PO BOX,0,Sunflower,AL,Washington County,,US,31.38,-87.97
36582,STANDARD,0,Theodore,AL,Mobile County,,US,30.54,-88.17
36583,STANDARD,0,Tibbie,AL,Washington County,,US,31.36,-88.24
36584,STANDARD,0,Vinegar Bend,AL,Washington County,,US,31.26,-88.34
36585,STANDARD,0,Wagarville,AL,Washington County,,US,31.44,-88.03
36587,STANDARD,0,Wilmer,AL,Mobile County,,US,30.82,-88.35
36590,PO BOX,0,Theodore,AL,Mobile County,,US,30.53,-88.17
36601,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36602,STANDARD,0,Mobile,AL,Mobile County,,US,30.69,-88.05
36603,STANDARD,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36604,STANDARD,0,Mobile,AL,Mobile County,,US,30.68,-88.07
36605,STANDARD,0,Mobile,AL,Mobile County,,US,30.6,-88.09
36606,STANDARD,0,Mobile,AL,Mobile County,,US,30.67,-88.11
36607,STANDARD,0,Mobile,AL,Mobile County,,US,30.7,-88.11
36608,STANDARD,0,Mobile,AL,Mobile County,,US,30.68,-88.3
36609,STANDARD,0,Mobile,AL,Mobile County,,US,30.66,-88.16
36610,STANDARD,0,Mobile,AL,Mobile County,,US,30.74,-88.07
36611,STANDARD,0,Mobile,AL,Mobile County,,US,30.77,-88.08
36612,STANDARD,0,Mobile,AL,Mobile County,,US,30.75,-88.11
36613,STANDARD,0,Eight Mile,AL,Mobile County,,US,30.81,-88.19
36615,STANDARD,0,Mobile,AL,Mobile County,,US,30.63,-88.07
36616,PO BOX,0,Mobile,AL,Mobile County,,US,30.72,-88.08
36617,STANDARD,0,Mobile,AL,Mobile County,,US,30.72,-88.1
36618,STANDARD,0,Mobile,AL,Mobile County,,US,30.74,-88.17
36619,STANDARD,0,Mobile,AL,Mobile County,,US,30.6,-88.2
36621,UNIQUE,1,Mobile,AL,Mobile County,,US,30.69,-88.04
36622,UNIQUE,1,Mobile,AL,Mobile County,,US,30.69,-88.04
36625,UNIQUE,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36628,UNIQUE,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36630,UNIQUE,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36633,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36640,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36641,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36644,UNIQUE,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36652,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36660,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36663,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36670,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36671,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36675,UNIQUE,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36685,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36688,UNIQUE,0,Mobile,AL,Mobile County,,US,30.7,-88.18
36689,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36690,UNIQUE,1,Mobile,AL,Mobile County,,US,30.69,-88.04
36691,PO BOX,0,Mobile,AL,Mobile County,,US,30.68,-88.04
36693,STANDARD,0,Mobile,AL,Mobile County,,US,30.63,-88.15
36695,STANDARD,0,Mobile,AL,Mobile County,,US,30.63,-88.28
36701,STANDARD,0,Selma,AL,Dallas County,,US,32.41,-87.03
36702,PO BOX,0,Selma,AL,Dallas County,,US,32.41,-87.03
36703,STANDARD,0,Selma,AL,Dallas County,,US,32.43,-86.91
36720,STANDARD,0,Alberta,AL,Wilcox County,,US,32.23,-87.41
36721,STANDARD,0,Annemanie,AL,Wilcox County,,US,32.07,-87.56
36722,STANDARD,0,Arlington,AL,Wilcox County,,US,32.07,-87.56
36723,PO BOX,0,Boykin,AL,Wilcox County,,US,32.05,-87.27
36726,STANDARD,0,Camden,AL,Wilcox County,,US,31.99,-87.29
36727,STANDARD,0,Campbell,AL,Clarke County,,US,31.95,-88.02
36728,STANDARD,0,Catherine,AL,Wilcox County,,US,32.18,-87.46
36732,STANDARD,0,Demopolis,AL,Marengo County,,US,32.5,-87.83
36736,STANDARD,0,Dixons Mills,AL,Marengo County,,US,32.06,-87.78
36738,STANDARD,0,Faunsdale,AL,Marengo County,,US,32.45,-87.59
36740,STANDARD,0,Forkland,AL,Greene County,,US,32.64,-87.86
36741,PO BOX,0,Furman,AL,Wilcox County,,US,32,-86.96
36742,STANDARD,0,Gallion,AL,Marengo County,,US,32.54,-87.7
36744,STANDARD,0,Greensboro,AL,Hale County,,US,32.7,-87.59
36745,PO BOX,0,Jefferson,AL,Marengo County,,US,32.38,-87.89
36748,STANDARD,0,Linden,AL,Marengo County,,US,32.3,-87.79
36749,STANDARD,0,Jones,AL,Autauga County,,US,32.54,-86.86
36750,STANDARD,0,Maplesville,AL,Chilton County,,US,32.78,-86.87
36751,STANDARD,0,Lower Peach Tree,AL,Monroe County,,US,31.84,-87.54
36752,STANDARD,0,Lowndesboro,AL,Lowndes County,,US,32.27,-86.61
36753,PO BOX,0,Mc Williams,AL,Monroe County,,US,31.81,-87.07
36754,STANDARD,0,Magnolia,AL,Marengo County,,US,32.15,-87.7
36756,STANDARD,0,Marion,AL,Perry County,,US,32.63,-87.31
36758,STANDARD,0,Plantersville,AL,Dallas County,,US,32.61,-86.98
36759,STANDARD,0,Marion Junction,AL,Dallas County,,US,32.44,-87.28
36761,STANDARD,0,Minter,AL,Dallas County,,US,32.1,-86.96
